datetime,param,level,latitude,longitude,Analysis,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2024-12-01 00:00:00,TMP,2 m above ground,32.0,-124.75,283.88625397765225,281.72651462374256,281.34794208372193,281.12661680638735,281.0133383255293,281.13975466654745,285.3652470003656,287.22656954240244,284.9677477232188,282.8655194631217,282.3110003167828,281.8963964298057,281.5633301285063,281.3874743940834,286.0340297067429,287.8291486475307,285.47275874900276,283.13478195811933,282.52875264391787,282.05035276896365,281.63171523656695,281.4651746440344,285.9631514375871,287.7522102942015,285.4216873164736,283.0059496162123,282.38240562676003,281.84238615387517,281.39644118358876,281.21880126886134,286.0995809283958,288.0229510291128,285.68272227983385
2024-12-02 00:00:00,TMP,2 m above ground,32.0,-124.75,284.70380900999396,282.61209006103263,282.0648123441105,281.6734662511427,281.34060532796684,281.19361888966085,285.81425109485343,287.6717728694576,285.3762822777093,283.0717236138254,282.46861341613953,282.00611056745777,281.6015536745919,281.4653366782172,285.98655909025683,287.75822529072684,285.4723028441873,283.08970776104957,282.4606984610533,281.90830412816706,281.44670689568886,281.25593294940256,286.0662948311009,287.9480309710657,285.660926697322,283.1662591775354,282.5400207536779,282.0710836774159,281.6871615116077,281.5250613152664,286.2289017460996,287.9912205437496,285.80257114077216
2024-12-03 00:00:00,TMP,2 m above ground,32.0,-124.75,285.2079114506163,282.9255798534756,282.3623070498569,281.9364927199465,281.5526673920764,281.3714292403398,285.87335961634597,287.6746198863408,285.3803661833274,283.0453804503862,282.4028061696777,281.8692689104222,281.4353950876759,281.25523771125347,286.02169520673567,287.943744822102,285.6489498706447,283.135316887793,282.5178734356955,282.03960082671244,281.68531334574413,281.52058045633976,286.06147814911174,287.77309216459247,285.6200603633296,283.113086110473,282.42902816998776,281.8734093251625,281.37876314949784,281.1516839455535,285.82208045032723,287.77579285994705,285.66910963155556
2024-12-04 00:00:00,TMP,2 m above ground,32.0,-124.75,285.16403513429947,282.8469490789806,282.22220637181977,281.69419386017285,281.26504710249276,281.0826144823194,285.85130040389936,287.7799725117757,285.49597660348894,283.0107311035962,282.37054211053,281.8895510925629,281.49764254872525,281.3392754428784,285.9192629149715,287.69696108196234,285.50200098418014,282.9730843709914,282.3035000794206,281.75719848171565,281.2996323900847,281.0343712017727,285.6552576331885,287.57991284963254,285.3975708050124,282.8451350482099,282.14618635682086,281.6631341330072,281.25326228220933,281.1305274109668,285.4760529075773,287.14885724352723,285.1426149405689
2024-12-05 00:00:00,TMP,2 m above ground,32.0,-124.75,285.2879550359828,282.8292952525372,282.2337432077511,281.8092011199139,281.4697933573883,281.32899697315463,285.9395054459735,287.81298115548987,285.5739374831247,283.0038297579762,282.351013300698,281.80827848421364,281.32557303880105,281.06782595920225,285.8176526946769,287.62281197865906,285.3929803507927,282.81500336069183,282.1713606340662,281.62954654475783,281.2179502013845,281.0670362356191,285.6390519496965,287.45724497029005,285.1176858034825,283.0057370337452,282.4701342103558,281.83221066772074,281.1749465773081,280.6738078697697,284.4302646661316,286.01892614837766,284.0844925067139
2024-12-06 00:00:00,TMP,2 m above ground,32.0,-124.75,285.54232740071967,283.0102239304364,282.34852389025457,281.8324854600422,281.37762700362003,281.1253998949983,285.9204841950983,287.8219688059339,285.57045038720725,282.9956815013097,282.31143000032637,281.7648835498924,281.3335765267283,281.1650293168707,285.9043218748891,287.7865210864484,285.4245379578201,283.19419378956746,282.6711013383308,282.0433351907118,281.48983376206064,281.1649938127002,285.0321136813641,286.5363713710347,284.4795912672285,281.761690510468,280.7917608635612,279.9336353643214,279.12319158517295,278.54866509933487,282.22876572158884,283.9218818971668,282.4052908891215
2024-12-07 00:00:00,TMP,2 m above ground,32.0,-124.75,285.539197957438,282.9684842241929,282.30585798393366,281.7716546096881,281.34374393824964,281.1688484790725,285.82500600406,287.64460218620803,285.3930314191391,283.3034708726042,282.7152839167078,282.0563886634641,281.4080050113607,280.99811940846485,284.7990299954987,286.32156927052336,284.30523141251194,281.7509820572221,280.7291586207317,279.8931499068792,279.2238548792991,278.7677981588397,282.82455232019777,284.63132442123504,282.9177193457216,280.21152388403016,279.3890851667634,278.7392629731159,278.19090929332975,277.85613705189974,282.4179679701972,284.6524025758872,282.5019115198429
2024-12-08 00:00:00,TMP,2 m above ground,32.0,-124.75,285.24817218064885,283.2354958588915,282.7067015130997,282.0765058857673,281.50594571285865,281.1272682983671,284.9879120132165,286.6194990667519,284.5781210332622,281.8170494890913,280.78129426287455,279.98300594408425,279.2740295713503,278.76788272255993,282.75071422599655,284.52584756189185,282.79459282525454,280.0524933719455,279.2320228189462,278.60374991770254,278.1132437005217,277.8840516364821,282.6186240329067,284.95263448166804,282.6712071265513,280.51863335678644,280.0550820011574,279.7076038653514,279.4912979418622,279.5237156926471,284.26232949343705,286.45517462019154,283.7334508893293
2024-12-09 00:00:00,TMP,2 m above ground,32.0,-124.75,284.1936424574259,281.3650049404442,280.3854061544772,279.59108183848025,278.9032124305321,278.3991195497631,282.4544137069704,284.2131860701693,282.4999842582039,279.6877341099481,278.86809384917365,278.2760436176525,277.75866065496365,277.48856598147825,282.2262671637613,284.5313020244644,282.32013034849206,280.040087515394,279.66459433659526,279.4286423873177,279.3742494497302,279.4406760276447,283.13485099062603,284.6246095707096,282.30190458879906,280.7587686402089,280.18180544782797,279.7961108824509,279.71814605577663,279.73790416913744,281.51158678161397,282.27128360039126,281.2467911457939
2024-12-10 00:00:00,TMP,2 m above ground,32.0,-124.75,282.1863220277179,279.4123551141085,278.6079262179394,278.02638376867793,277.5314142929692,277.24460835836123,281.9281277585518,284.2274968042916,282.10588764558076,279.84118856895486,279.49259300036414,279.32236984106106,279.25630589574143,279.34957765557465,283.0376092971195,284.84627764175855,282.60071864566385,280.8381705867737,280.4250681288604,280.0734168588349,279.656406847697,279.54467872521735,281.77074269530715,282.76891760368153,281.4621837026992,279.312193685584,278.51222110592096,277.88559847472743,277.45546284396903,277.3903895527958,280.7127881483142,282.2779378003752,281.4050319578889
