datetime,param,level,latitude,longitude,0-3 hr acc,0-6 hr acc,6-9 hr acc,6-12 hr acc,12-15 hr acc,12-18 hr acc,18-21 hr acc,18-24 hr acc,24-27 hr acc,24-30 hr acc,30-33 hr acc,30-36 hr acc,36-39 hr acc,36-42 hr acc,42-45 hr acc,42-48 hr acc,48-51 hr acc,48-54 hr acc,54-57 hr acc,54-60 hr acc,60-63 hr acc,60-66 hr acc,66-69 hr acc,66-72 hr acc,72-75 hr acc,72-78 hr acc,78-81 hr acc,78-84 hr acc,84-87 hr acc,84-90 hr acc,90-93 hr acc,90-96 hr acc
2026-04-21 00:00:00,APCP,surface,32.0,-124.75,1.2431326619548857,0.7035549190194033,1.5310384683879668,0.8496461580571506,1.6914982564675436,0.8672838505866209,1.8680593136502532,0.8908433440896469,1.515348504001571,0.35099367146369326,0.5921518360475739,0.15368603057669855,0.2704025828693082,0.10121450098386854,0.16502845529696553,0.0344356691628469,0.05441088856817493,0.013518292773949158,0.016947545550619298,0.0018688273229621917,0.002835970566805468,0.00038271671504902125,0.0015910987684602,0.0006240960528648314,0.001500934772999177,0.0002748807528777982,0.0027377830102070307,0.0032804849286247268,0.010248574645714058,0.01160895485705446,0.04939403712833797,0.8067929195875378
2026-04-22 00:00:00,APCP,surface,32.0,-124.75,1.2741998545200914,0.3026584132318042,0.5187501386990924,0.19416761648654773,0.33551067767825216,0.13368767518659458,0.2187084510514335,0.04584907722023331,0.06040750146824838,0.006459000234428752,0.012556284402387066,0.0016459396385631751,0.0023131906534352986,0.0002604255332809541,0.0007250777613192939,0.0,0.0,3.146292393296117e-05,0.00037790942327627205,0.0009121989207459589,0.0023923876419962003,0.009904775111603517,0.03769293437144199,0.018380199984425798,0.02971130947840682,0.010390841804009166,0.032528795384914905,0.037147553752791995,0.13499666026229096,0.3448526128294922,0.823330172512774,0.026890242489377037
2026-04-23 00:00:00,APCP,surface,32.0,-124.75,0.037095315788159805,0.006856480265943359,0.018377967446584726,0.0024787481276776916,0.002915006591864773,0.0,0.0,3.216736403935803e-05,3.216736403935803e-05,0.0002835224340654818,0.0006727736921506792,0.0023576659938037547,0.005339326245859638,0.009650647162547741,0.03306927520666722,0.024605742001809337,0.04123133647822623,0.018505818090961593,0.04747919315640116,0.03515048285659339,0.0755111128229457,0.09111999483997812,0.3158611156421299,0.3290554925205696,0.7416969833543974,0.4895292997837328,0.8526716491850552,0.2135434069606427,0.35589688143942566,0.16786385561712364,0.34838101638966973,0.00013160560008469631
2026-04-24 00:00:00,APCP,surface,32.0,-124.75,0.00013160560008469631,6.304475188954e-05,0.00025562684159141104,0.0005296616553797525,0.006951765366907985,0.009882526219940523,0.02461044836480572,0.010271717651721378,0.018575348405455473,0.010969747973647474,0.03145003881184157,0.021545342894894407,0.06001017019129902,0.10569423589433245,0.3312286653798646,0.34696997043560807,0.8590336639855431,0.6594943225096058,1.2762773155407523,0.41951830902929277,0.7008257112320979,0.2143012897169844,0.43946211442576844,0.29839690990716805,0.5751066066464255,0.1702617042434386,0.3217687687070698,0.1662847389191928,0.32838932720541225,0.12788968969259612,0.22988513795534005,0.018826346235684854
2026-04-25 00:00:00,APCP,surface,32.0,-124.75,0.03585383542598973,0.01247940678814563,0.03285795326050254,0.02126142051835869,0.049901711325787565,0.06907091593026535,0.30830920075730034,0.3871154218101106,0.8803671999909632,0.6342455720267324,1.2164802959974597,0.4363759129690714,0.7417013575440677,0.22723305014492415,0.45679795227888464,0.2906957626609088,0.6132164700439272,0.20656180621359532,0.3903995816418547,0.1902794107459866,0.34991281913961303,0.17007195472917833,0.31444496369373554,0.08526941419589057,0.10780870232652179,0.0022575037738449258,0.0035827146984686213,0.0016074612375261746,0.00871039567837716,0.006943135921361167,0.010272988963781985,0.45070240753283336
2026-04-26 00:00:00,APCP,surface,32.0,-124.75,0.9836996075212823,0.6506602951025425,1.2878467181745763,0.47933416574014515,0.7889299419373599,0.26462188459689256,0.5370799734469492,0.31689137629973646,0.597758922832936,0.12692325106196478,0.24316256002567008,0.12630614910922353,0.27189794774495984,0.20781836769681822,0.38605839228284455,0.09217750558542737,0.1216760313979988,0.003333866109807061,0.008229848831505451,0.004001361756920114,0.010624973707394212,0.020132472106680573,0.05819788862849543,0.033021986625736945,0.03769310600679315,0.006456261835130248,0.015089061405644793,0.0037767494207276786,0.006411093411946383,0.0070586111414464294,0.03242525354408174,0.2797996976310381
2026-04-27 00:00:00,APCP,surface,32.0,-124.75,0.5221589192777082,0.13912533160014184,0.25569065121034207,0.1340976477449751,0.2947611082988514,0.20553266996024708,0.4092682131228446,0.11346409550342584,0.14306057328849495,0.002593176582257096,0.00547177784897802,0.0013345240901846416,0.005683105681599596,0.005926036353886204,0.032140926918893004,0.018570964719999722,0.024127202995243433,0.004568509320449691,0.008047836082662544,0.0006431706558770306,0.0034885019190447077,0.010825264003927876,0.05259123841952138,0.05180244506722679,0.0846555628734253,0.0158090170956234,0.02905937693277085,0.016313391965708572,0.04451202596032908,0.02552129788607775,0.05007220210178043,0.07929052160028086
2026-04-28 00:00:00,APCP,surface,32.0,-124.75,0.09957368153742578,0.004565608842806548,0.008548074902804384,0.00204169617872339,0.005814432538003769,0.018182892422412673,0.0715892684208548,0.04523109310770124,0.06068178587670603,0.003419067266724093,0.004559291160857606,6.734311821988777e-05,0.0008136008967942455,0.006488109502976716,0.04722280925705503,0.05756878592886242,0.08157234263869213,0.011548527368262654,0.02215873816851163,0.013123224115813296,0.034927900262195485,0.018628712863731304,0.06937698946461826,0.04478414629092956,0.05772085231772382,0.0026990162909620074,0.009784033863200639,0.010495367195463724,0.020495452180820876,0.003628292998766837,0.008258738416215043,0.03488594821087421
2026-04-29 00:00:00,APCP,surface,32.0,-124.75,0.04168085923367807,0.00048663353729627864,0.000654727211121963,3.351013880437557e-05,9.535108738384169e-05,0.0018892147457890136,0.014933897664119268,0.02136206150959529,0.03127149710360105,0.0023443887736223083,0.002863580758938147,0.0024967064582261255,0.0069369259949083805,0.005438039312133291,0.0328553626197511,0.03538605274130832,0.05317840263346313,0.014216470013509938,0.03104216876526426,0.015705508745069735,0.030905658402150323,0.0064360951954891355,0.019482495734710472,0.026436679710981657,0.05372600236935107,0.02177631857028083,0.0451989455431699,0.024054939377127223,0.04314898022262233,0.026917089699921008,0.12904797635212012,0.015826059671427375
2026-04-30 00:00:00,APCP,surface,32.0,-124.75,0.01823518394532712,0.0009040295255294339,0.0030081981280981242,0.0021299213334260267,0.004696905599418752,0.002808571105427743,0.017951703394848754,0.02101474982709852,0.030880767291235522,0.008238518124680846,0.02061957723815247,0.01235390141451968,0.021614456025050226,0.005423482646249036,0.03572058721503879,0.05552596993871887,0.08513819924575433,0.02224113095133863,0.043700859246995856,0.011782084440951468,0.02348199429854913,0.022175820764583767,0.09278352951707991,0.06534938431274603,0.11367936560867592,0.027083263410559326,0.06810189803607536,0.04905215822282481,0.11748958004312066,0.14656848973867392,0.5216866282352798,0.019386059146308816
